057974922|0.0 0.00111153681440187 0.0 0.0 0.0 0.057275008257507865 0.0019377367495494442 0.16390693617848234 0.0 0.00016046750876169927
058146723|0.0 0.0 0.0 0.0 0.0 0.0 0.924402460765684 0.0 0.0 0.0
058623737|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3605690871729856 0.0 0.0
058678180|0.0 0.009188967904029057 0.0 0.00038635653159117887 0.008275339702133164 0.029695043247496774 0.0 0.01826916500812306 0.0 0.0
058705791|0.0 0.0 0.0 0.0031218185147252097 0.001143798199169128 0.015191096222498594 0.0 0.035067871666689725 0.0 0.0
059229205|0.001384897368667639 0.060269978423181915 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
059360772|0.0 0.0 0.0 0.0 0.0 0.0 0.924402460765684 0.0 0.0 0.0
059527755|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
05965990X|0.0 0.0 0.0 0.0 0.0 0.0 0.924402460765684 0.0 0.0 0.0
059676216|0.0007248324478132277 0.0019423450438729596 0.0 0.0 0.0873660536987957 0.0 0.9766598289850141 0.06236662000762076 0.005180701076362217 0.0
059680020|0.0033761772550419465 0.011276264065710155 0.0 0.023466040938775377 0.004335336492077273 0.013178535931868959 0.0 0.009337738094150382 0.0 0.0
059766158|0.0 0.015777087997305955 0.0 0.0 0.008665425568776539 0.0 0.0030354736369846416 0.0 0.0 0.0
059893448|0.0014550689889517333 0.0065000467132970965 0.0 0.0009454330055505602 0.0 0.0 0.9170134681954923 0.2190645526214452 0.0 0.7254231704567664
060140777|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
060293300|0.0 0.0 0.1733213299917534 0.0 0.0 0.0 0.0 0.0 0.0 0.0
060889745|0.0 0.0 0.17481054072653 0.0 0.0 0.04925937140254557 0.011047843101216438 0.04869707390729298 0.0 0.0
060900705|0.0004631252059493339 0.0 0.002864400387577944 0.0 0.013202332041759609 0.01913226713787669 0.0006413917168267031 0.07420905320909751 0.0009162948715305839 0.010653996548181655
061264747|0.0 0.0016334697479557147 0.0006477942100247549 0.0 0.1284964002739452 0.04186657937436203 0.017020416532269385 0.17558438646960106 0.002354456566386445 0.0
061436270|0.0 0.016999270259574987 0.0 0.0 0.0 0.0 0.0 0.0011245740784400062 0.0 0.0
061501685|0.0 0.0020427804835286456 0.0 0.0 0.0 0.0402127892595822 0.004417027439777514 0.09213524624334093 0.0 0.0003687449034418232
062052471|0.0 0.004038917275320177 0.0 0.0 0.002249450148075653 0.0 0.0 0.004742552684967946 0.0 0.0
06208764X|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5873110275542973 0.0
062502540|0.0003849430539548956 0.0 0.0051912946361654215 0.0 0.0010126356773483623 0.0012986050039894238 0.0010390560054592418 0.033635221825143176 0.0 0.0026275343826026596
062550788|0.0 0.0 0.005737924063173627 0.0022645741291431654 0.015380966689602668 0.0058395827621815395 0.0 0.027880617453356266 0.0 0.0029267053926288053
06256395X|0.0 0.0 9.852765632236594e-06 0.0 0.01098641338462297 0.051345195491365105 0.0034699520745456605 0.04679985276083817 0.003149561614890166 0.00240327897198743
062621152|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3605690871729856 0.0 0.0
062702868|0.0019751780262470195 0.0064401620740878514 0.0 0.005921443001614178 0.09837665786720927 0.010770962117437997 0.04927971140300036 0.10861965126948826 0.008587207333354085 0.0
062734894|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
062794782|0.0 0.021090888369008104 0.0 0.0 0.0031601015239896345 0.0 0.00016868199772579134 0.0 0.0 0.0
062801399|0.1600423578140189 0.024490655439142413 0.0 0.0 0.0 0.009697907343030512 0.0 0.0 0.636337586973438 0.0738861363865938
062805445|0.0 0.0020427804835286456 0.0 0.0 0.0 0.0402127892595822 0.004417027439777514 0.09213524624334093 0.0 0.0003687449034418232
063041897|0.0 0.0 0.1882002063055624 0.0 1.0483566050627813 0.028244101610993597 0.0 0.27554743778720536 0.0 0.7449791938771271
064205953|0.0 0.01924486351552077 0.0 0.0 0.0 0.011474791384279459 0.0 0.0 0.019634432669001813 0.026214926107577374
064313794|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.28125682888904346 0.0 0.0
064843920|0.0 0.0 0.16985171612148897 0.0 0.0 0.009396801235510528 0.0 0.881862293318599 0.5831065385851274 0.0
065295081|0.0 0.007862406492031139 0.0 0.012147947965562164 0.004984548090746729 0.06618302183238689 0.0 0.020650227416744098 0.0 0.0
065306844|0.0 0.0 0.0 0.0 0.9936955561200824 0.0 0.0 0.0 0.0 0.0
065312582|0.0 0.0 0.0 0.0 0.9936955561200824 0.0 0.0 0.0 0.0 0.0
065312953|0.0 0.0 0.0 0.0 0.9936955561200824 0.0 0.0 0.0 0.0 0.0
065313892|0.0 0.0002659130869256199 0.0002212183900282971 0.0 0.0 0.0 0.0 0.0006043007189770711 0.0008088407555105992 0.0008568524730499933
065317236|0.16274989933888248 0.0 0.0 0.0 0.0 0.0 0.0 0.01329810229079826 0.0 0.0
065321761|0.0 0.010104570353789201 0.0 0.009144129669559515 0.0 0.0 0.0 0.010240114589878661 0.0 0.0
065326810|3.30420728051325e-05 0.0 3.59362070962423e-05 0.0 0.003989767823444127 0.001824899905720597 0.003478935057903954 0.005909451447664632 0.0 0.0028618219168889394
06533129X|0.0 0.11796335274930843 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
065334490|0.0 0.0852491997398284 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
065344015|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5873110275542973 0.0
065454409|0.0 0.000643360448881106 0.0005851681859584364 0.0 0.0014305452475857246 0.006975704627462458 0.0017120056905502508 0.011436383245049093 0.0 0.0023096624428432903
065492229|0.0 0.0025514507869620166 0.0 0.0 0.13012269885597585 0.0 0.012950693928839898 0.11412224569988784 0.002417507117988881 0.0
066478568|0.0 0.00033669929864917937 0.0 0.0011398447827838994 0.0 0.003390191120268827 0.0 0.0 0.0 0.0
066868021|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.24863891707135188 0.0023849642607661377 0.0
066973585|0.16205863952379884 0.05366881562218771 0.0 0.010448406740379059 0.0 0.01044588995414418 0.0 0.0 0.6328435921454663 0.0816308462753438
067151460|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3605690871729856 0.0 0.0
067273118|0.0 0.0 4.183965073352974e-06 0.0 0.01922435881175624 0.05900986820847425 0.0027089391735467404 0.24807043353827823 0.5860985957804363 0.018017299856486892
067278357|0.0 0.0 0.009861849716622085 0.0 0.030014872176794386 0.0 0.025708127083806452 0.14025941976676057 0.5996673338399269 0.0
067318451|0.0 0.0 0.009861849716622085 0.0 0.030014872176794386 0.0 0.025708127083806452 0.14025941976676057 0.5996673338399269 0.0
067338559|0.1548068947147595 0.12206119473039402 0.0 0.0 1.0022715070136734 0.0 0.0 0.0 0.5682138597899871 0.6905088651565526
067404747|3.217667195393092e-05 0.00013003778693538776 0.0013946408945912636 0.0 0.010412574933955225 0.035467406288436275 0.0018047541226780418 0.02882749707303941 0.0010639089759168449 0.0006618245372651294
06762343X|3.30420728051325e-05 0.0 3.59362070962423e-05 0.0 0.003989767823444127 0.001824899905720597 0.003478935057903954 0.005909451447664632 0.0 0.0028618219168889394
067758342|0.15497959835711425 0.2583410391239013 0.17131839862852913 0.0 0.0 0.0 0.0 0.0 0.6178249432690291 0.04991957684146982
067844603|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
067900353|0.0 0.0032474297967785403 0.18220442672971476 0.0 0.980871462752492 0.0 0.9317502500004216 0.6820463731873457 0.004510059062823173 0.0
067916275|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.24863891707135188 0.0023849642607661377 0.0
067917649|0.0 0.0 0.0 0.0 0.0 1.01849235418577 0.0 0.0 0.0 0.0
06794644X|3.73445506305681e-05 0.0 0.16737945943602708 0.0 1.1526017624853102 0.0 0.9557818307477786 0.7947852128717723 0.0006789526133078417 0.0
068698759|0.0 0.007862406492031139 0.0 0.012147947965562164 0.004984548090746729 0.06618302183238689 0.0 0.020650227416744098 0.0 0.0
068848104|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
068892850|0.0 0.0 0.0 0.0 0.0 0.0 0.924402460765684 0.0 0.0 0.0
069397472|0.1795507607214753 0.030810342981671776 0.0 0.05648285623097479 0.0 0.0 0.0397566593311846 0.0 0.6037698269769818 0.0
069585609|0.0 0.0 0.00016787576326948836 0.0 0.012644133729381597 0.02988322062618345 0.01581479777275952 0.05072213714963475 0.004527641453322066 0.0
069632452|0.0005046465685962064 0.0009537020198687538 6.961739092040071e-05 0.0 0.0 0.006132657624410451 0.0 0.0009090611857545182 0.0 0.0
069690847|0.0 0.0017766580094924285 0.0 0.0090683064804681 0.0 0.011349854420372809 0.0 0.01839625311335083 0.0007212937098471367 0.0
070429013|0.0 0.0033487470996242906 0.0 0.014662102116609095 0.008714613853336977 0.030937719454997226 0.0 0.014968271783498625 0.0 0.0
070706324|0.018437942995936388 0.015843790875741243 0.0 0.08846558427882328 0.0 0.0 0.05311856001017228 0.0 0.020100576126168848 0.0
07074171X|0.0 0.0 0.0 0.0 0.0 1.01849235418577 0.0 0.0 0.0 0.0
071102397|0.0 0.0 0.0 0.0 0.0 0.011866635650453572 0.9252758311425325 0.006274237493067738 0.0 0.0
071239318|0.0005504748210732515 0.0 0.0 0.0 1.0874096396164536 0.0 0.9642994892339828 0.0 0.0033031396687898777 0.0
071280046|0.0 0.0 0.0 0.0 0.0 0.016848725453610318 0.0 0.07122846609539674 0.0 0.0
071280943|0.17681462849656635 0.1194698912249492 0.0 0.011315007128156645 0.0 0.0 0.036684199943384226 0.0 0.0111535587304327 0.0
071669887|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.3605690871729856 0.0 0.0
071682950|0.16214751744005207 0.011289279105476658 0.0 0.0 0.0 0.0 0.0 0.0076049672931209076 0.0 0.0
07172572X|0.0 0.0852491997398284 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
07172863X|0.0 0.0025514507869620166 0.0 0.0 0.13012269885597585 0.0 0.012950693928839898 0.11412224569988784 0.002417507117988881 0.0
071737747|0.0 0.0020427804835286456 0.0 0.0 0.0 0.0402127892595822 0.004417027439777514 0.09213524624334093 0.0 0.0003687449034418232
07186923X|0.0 0.0 0.0 0.0 0.9936955561200824 0.0 0.0 0.0 0.0 0.0
07274739X|0.0 0.11957634350023087 0.0 0.0 0.0002686321271761401 0.0 0.0 0.0 0.0 0.0
072978905|0.0 0.00033582320089371346 0.0008791323675160356 0.0 0.002793562060591808 0.006112874609445375 0.004009717782465318 0.006456561556381803 5.9739376192550586e-05 0.0
073025153|0.0005410764111935756 0.1425753524070605 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
073118245|0.0 0.010001696535027861 0.0 0.0180799894084842 0.0 0.0 0.0 0.0 0.030926315836396816 0.050069717293138576
073283697|0.0 0.0033487470996242906 0.0 0.014662102116609095 0.008714613853336977 0.030937719454997226 0.0 0.014968271783498625 0.0 0.0
073430212|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.28125682888904346 0.0 0.0
073436702|0.0 0.00038042957997815085 0.0013129348546856423 0.0 0.0 0.0 0.0 0.06482267218222727 0.0 0.001638073401539416
073439794|0.1623037521778974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
073443670|0.0 0.0 0.0 0.0 0.0 0.006194253866866128 0.006142699505335998 0.013222956185322668 0.587158477718303 0.0
073449968|0.0 0.0 0.0 0.0 0.0 0.016848725453610318 0.0 0.07122846609539674 0.0 0.0
073808422|0.0002730831234506267 0.0002310041644596721 0.0007511688163252323 0.0 0.0 0.013996663990221122 0.0 0.065872426465188 0.0 0.0011472319396374667
074108962|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.712172832704447
074156673|0.002173619455495876 0.00454071123063942 0.0 0.0 0.10079206198896275 0.0 0.05059972322125601 0.08956097200918978 0.007788426943213276 0.0
074166572|0.0 0.013049893689603216 0.003871592514400373 0.029034394308792583 0.012122908645543138 0.015345106092740845 0.006825726560070495 0.0 0.0 0.0007581063676209488
074167436|0.0 0.0 0.00032063336320293677 0.003799306416690304 0.0021782634185661606 0.011103486648224747 0.0 0.026669539176276798 0.0 0.0
074199059|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.5873110275542973 0.0
074220356|0.0 0.00165046273187564 0.0 0.0 0.0 0.01605901774019222 0.0 0.009917222130620918 0.0001855134299438581 0.0
074307136|0.0 0.0 0.0013816791979335092 0.00597945678832946 0.0 0.043590972987337946 0.0035850478416135315 0.059752114978351895 0.0 0.0
074352025|0.0 0.0 0.00020956041361650202 0.007548875110202133 0.0025741185425481867 0.05844836058987694 0.0002802942140602352 0.16297455921708345 0.0009445605852336224 0.028315971210343505
074479325|0.0 0.0 0.0004927193149369609 0.0 0.041276010184081065 0.0 0.034109038042030394 0.30475511679767947 0.5842736037535585 0.011370752290028183
074529230|0.0 0.016376635713581757 0.0 0.0153046509470299 0.0 0.0 0.0 0.007014737634911532 0.0 0.0
074927132|0.0 0.0 0.0 0.0 0.0 0.9693487259760643 0.0 0.994583025149267 0.0 0.0
075193820|0.0 0.0 0.1742723556323319 0.0 0.0 0.00203839833836771 0.0 0.0 0.0 0.0
075424908|0.0 0.009188967904029057 0.0 0.00038635653159117887 0.008275339702133164 0.029695043247496774 0.0 0.01826916500812306 0.0 0.0
075440377|0.0 0.004038917275320177 0.0 0.0 0.002249450148075653 0.0 0.0 0.004742552684967946 0.0 0.0
075830519|0.15819161192602252 0.07646800997579535 0.0 0.0 0.9778288292421424 0.0 0.0 0.0 0.0 0.01807400232833649
076427510|0.0 0.0 0.00016787576326948836 0.0 0.012644133729381597 0.02988322062618345 0.01581479777275952 0.05072213714963475 0.004527641453322066 0.0
076571723|0.0 0.0 0.1733213299917534 0.0 0.0 0.0 0.0 0.0 0.0 0.0
076576006|0.0 0.0 0.0 0.0 0.0019800315942817663 0.014510113777990689 0.0024844991210027987 0.031391725587211795 0.00116505998222781 0.001021413064136733
076588496|0.0 0.0 0.01009295339748869 0.0024678019697143235 0.033388712860173954 0.0006782542320247244 0.03003103921384917 0.15179507555230645 0.012161873153796535 0.0
