87|0.0 0.0 0.0 0.06936899203911917 0.0 0.0 0.0 0.0 0.0 0.0
88|0.0 0.0 0.0 0.026184195914211627 0.0 0.0 0.002472861943723732 0.020642328955047175 0.0 0.0006688713733310345
89|0.0 0.0 0.0 0.013208742674872938 0.0 0.007130528822625619 0.0003850311322094857 0.0030375370178356838 0.000995787124289874 0.0
90|0.0 0.0 0.011746031896570587 0.009803638329610438 0.0 0.006389891193646146 0.0 0.013465158467197322 0.0 0.0
91|0.0 0.0 0.0 0.008510148340857225 0.00158567490976153 0.001825489534771771 0.0 0.0031422970991883134 0.0 0.0
92|0.0 0.0 0.0 0.057296945720437406 0.003239945979158477 0.003753865362681703 0.0 0.008435226722498327 0.0 0.0
93|0.0 0.0 0.011368502329755613 0.06652121951774881 0.0 0.03867404664768927 0.0004392049555035906 0.004387490197172842 0.0 0.0
94|0.0 0.026160146806922253 0.0 0.012159496996170626 0.0 0.004863132545853079 0.0005606337344409035 0.001649097502289908 0.0008341991327224355 0.0007763533751740269
95|0.0 0.0 0.0 0.004934466787723436 0.0003243601558301343 0.0010462678236711539 0.0010347475854659259 0.009698319236713238 0.002185348952302725 0.0
96|0.0 0.0 0.003211550842543686 0.014105107923179013 0.0 0.0031314247775589736 0.0 0.008214299163848164 0.0 0.0
97|0.0 0.0 0.0036760934500466125 0.06002156334783397 0.0 0.0 0.0 0.04302648089124394 0.0 0.0
98|0.0 0.0 0.0 0.03115358818644321 0.0009183048725746083 0.002657272814159779 0.0 0.02602513363374532 0.0 0.0
99|0.0 0.0 0.0017614137131640548 0.055102326158896736 0.0 0.0 0.0 0.003359168276609097 0.0 0.0
100|0.0 0.0 0.0 0.07311217505212904 0.00012738744070395268 0.0 0.0 0.049213348841146316 0.0 0.0
101|0.0 0.0 0.012553793027598107 0.05783148069038046 0.0036918031506526843 0.0 0.0 0.03150045382322825 0.0 0.0
102|0.0 0.024530342671258722 0.0 0.019665145897437803 0.0018279453086964428 0.0008230769525551879 0.0 0.001186506150027929 0.0 0.0
103|0.0 0.055228311251592 0.0 0.07648462204225241 0.0 0.0020626523213857035 0.0 0.0 0.0 0.0026500454426257353
104|0.0 0.0064000317248801035 0.0 0.11577531813689035 0.0 0.0 0.0 0.002598113633794415 0.0 0.0
105|0.0 0.023674312603397057 0.0 0.035833015431868794 0.0 0.0 0.0 0.004730304833344133 0.0 0.0
106|0.0 0.032597893720072005 0.0 0.04731366542565939 0.0 0.0024442441396293766 0.0 0.0 0.0 0.0
107|0.0 0.0 0.0 0.03938378474545611 0.0014734351314448732 0.0 0.0 0.014887134658024314 0.0 0.0
108|0.0 0.0 0.0 0.009844920789261871 0.0 0.004055480801179614 0.0 0.007097181767084617 0.0 0.0
109|0.0 0.0 0.0 0.07549744228890352 0.0 0.01012272911717917 0.0 0.007022227782762622 0.0 0.0
110|0.0 0.03467506911393969 0.0 0.004021729577582859 0.0 0.0026891058991229135 0.0 0.0 0.0 0.00036187463226111443
111|0.0023694540296835646 0.0 0.000967795624092279 0.0 0.0 0.0025594215769119367 0.0 0.002833100366916211 5.8483772647268034e-05 0.0
112|0.0 0.0 0.0 0.010905227670096178 0.0003259797150095862 0.001411889054945714 0.0 0.004147415189595998 0.0 0.0
113|0.0 0.0 0.0 0.006731886029728539 0.0 0.0 0.0 0.015646265373067875 0.0 0.0
114|0.0 0.0 0.0 0.006556253429396326 0.0 0.00048201830386869097 0.0005316492947903185 0.009268246884688398 0.0002944039756562602 0.0
115|0.0 0.0 0.0 0.01463136323322791 0.0 0.0008960666328630291 0.0 0.003932248396753791 0.0 0.0
116|0.0 0.0 0.0 0.014601233004658093 0.000979202815383018 0.0019319950066104313 0.0 0.013738742441607108 0.0 0.0
117|0.0 0.01633862140892848 0.0 0.0020170180681493336 4.460434633103574e-05 0.0030433303508187732 0.0 0.0 0.0 0.0
118|0.0 0.0034118026352433495 0.0 0.000560415942788045 0.0 0.00010878937008498077 0.0 0.0 0.0 0.001433373322559505
119|0.0 0.0 0.010150676212399292 0.026993746932550747 0.0 0.007108376349347421 0.004044074132841936 0.00027524613990526455 0.005272432792241011 0.0
120|0.0 0.0 0.0 0.029049025173782547 0.003949112589458007 0.0017893745959914502 0.0 0.0022178717819552594 1.0167288818029225e-05 0.0
121|0.04225963989174492 0.0 0.0 0.31272257969967243 0.0 0.0 0.0 0.0 0.0 0.010745248573900823
122|0.0 0.0 0.0 0.11190323703758781 0.0 0.00164277784093945 0.0 0.0 0.0 0.0
123|0.0 0.006074280941189044 0.0 0.0025849108740586936 0.0 0.005901988439095474 0.0 0.0 0.0 0.0
124|0.0 0.0 0.007344024403835167 0.02346060378755407 0.0007351010057807365 0.004906377074020314 0.0 0.009852395367977945 0.0009719988639318251 0.0
125|0.0 0.0 0.010887039121323099 0.018988160070574644 0.00029169336929173737 0.005788756070346057 0.00029462050948450043 0.0027871970229364157 0.0 0.005843504200542128
126|0.0 0.03314372330654747 0.0 0.01777763857955068 5.751233772844002e-05 0.0010332515503806321 0.0 0.0 0.0 0.0013043755639712347
127|0.0 0.0 0.0 0.014727098539873322 0.0 0.0025802272105301086 0.0 0.010707832789101307 0.0 0.0
128|0.0014739843444318019 0.0 0.0 0.007848239929682534 0.0016625882089977033 0.0013622829524784677 0.0011359399825693626 0.0021818717296858995 0.0 0.0010777437864101524
129|0.0 0.06857865202120988 0.0 0.06787809965895673 0.0066949893268811456 0.010073016321614484 0.0026252109278780134 0.007837214227079342 0.0 0.0
130|0.002314431783946616 0.0 0.000777084825501359 0.013944342694786113 0.0 0.01271955346627234 0.0 0.0 2.5492407516902706e-05 0.0
131|0.0 0.008444434536404949 0.004258669572300643 0.0 0.0 0.0019345759200203277 0.0001258003203257977 0.0027069022715188323 0.0 0.0031921374326982655
132|0.0 0.0 0.006081204797361746 0.009197172549090405 0.0 0.0011015796961316288 0.0 0.004754929854483751 0.0 4.109540209090208e-05
133|0.008538118904032468 0.0025476895069068556 0.0 0.008434294826526557 0.0 0.0010845878753286816 0.0 0.0 0.0 0.003513467047484977
134|0.0 0.022920018338154803 0.0 0.04965548192273866 0.0 0.006049771812674542 0.0 0.006250264479917228 0.0 0.0
135|0.0 0.0 0.0 0.020868661770554863 0.0020352290937392502 0.0 0.0 0.012825874480824282 0.0 0.0
136|0.0 0.016350236878777905 0.0 0.002016277737106657 4.3721120610772255e-05 0.003050914024839425 0.0 0.0 0.0 0.0
137|0.0 0.02977622711896599 0.0 0.022550294323472057 0.0 0.0005463582724176657 0.0 0.0 0.0 0.0006036021558809367
138|0.0 0.0 0.006251629780731257 0.01748603611648481 0.0 0.008138336415184614 0.0 0.014424150618362375 0.0 0.0
139|0.0 0.053282214501497324 0.0 0.08405505431995183 0.0 0.006870093530741309 0.0 0.0 0.0 0.005342393512367996
140|0.0 0.060249098354866096 0.0 0.057379299115282396 0.0 0.002077647394192428 0.0 0.0 0.0 0.004550949111725886
141|0.16180815096032378 2.633176638698969 0.0285020099154715 0.057847192003715756 0.0 0.0 0.0 0.0 0.0 0.0
142|0.00017651671089597407 0.029684299879417876 0.0 0.0 0.0004574441993975709 0.010992753472846775 0.0 0.0 0.00043146584742652236 0.0
143|0.0 0.011500309923996633 0.0 0.15392177443341049 0.0 0.0 0.0 0.0 0.0 0.0
144|0.0 0.036576955305379875 0.0 0.004354142122865298 0.0 0.0052326199150199235 0.0 0.0 0.0 0.0
145|0.004955608215842251 0.01488383206307711 0.0 0.003263991021159128 0.0 0.004927839755718616 0.0 0.0003005558327762353 0.0 0.0
146|0.0 0.027590217035991987 0.0 0.004603720369578118 0.0 0.00499375756337377 0.0 0.0 0.0 0.0055184267351080655
147|0.0 0.0 0.0 0.014204242090785673 0.0 0.0035120925955835856 0.0004667881543138712 0.003108080835341969 0.0 0.0
148|0.0 0.02103248116356104 9.635615113300142e-05 0.1200732033403924 0.0031343930699585286 0.0 0.008755999799684794 0.0 0.0 0.0
149|0.0 0.0 0.0 0.2767732299748234 0.0 0.0 0.0 0.008433148982058233 0.0 0.0
150|0.0 0.0 0.0 0.03005306123419322 0.0 0.001871141427175914 0.0 0.006413436450989642 0.0 0.003481437530154406
151|0.0 0.0 0.0 0.09191553099495102 0.0 0.0 0.0 0.0 0.0 0.0
152|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001362300114648159 0.0 0.0
153|0.0 0.0 0.0007052190263649308 0.0017410316174305454 0.0 0.0 0.0005745245125646942 0.0017527371089058556 0.001806618923071297 0.001759848226880676
154|0.0 0.034110074090021245 0.016630933844093695 0.08700411377711885 0.0 0.0015109699143662726 0.0 0.001993550624108049 0.0 0.0
155|0.0 0.0 0.0 0.0 0.00013429062473186532 0.0022796925105512283 0.0 0.0034519305180372166 0.0 0.00016097679608882687
156|0.0 0.0 0.0 0.029669633351178035 0.0035429287265965003 0.0013488662068679705 0.0 0.0033487834259037625 0.0 0.0
157|0.0 0.0 0.0033585737794441465 0.005839637940989599 0.0003108072689125008 0.0 0.0 0.0 0.0 0.0013018889170127083
158|0.0 0.0 0.0012274309621587837 0.005377317846553219 0.0017527223148204652 0.0 0.0005388125355085287 0.0 0.00013423417276096244 0.0
159|0.0 0.0 0.0 0.11098888101778025 0.0 0.0 0.0 0.008789495584212742 0.0 0.0
160|0.0 0.0 0.005335795679126055 0.0842802587764583 8.191527630369014e-05 0.0 0.0 0.0 0.0 0.0
161|0.0 0.0 0.0 0.02158530348528409 0.0 0.001653165791762157 0.0 0.015494923538889524 0.0 0.0
162|0.0 0.0 0.022318563704940085 0.13613139842310076 0.0 0.002956825947825364 0.0 0.011215266423741661 0.0 0.0
163|0.0 0.0 0.008503913782684714 0.10701119070625785 0.0 0.00022367169246568995 0.0 0.010235689696733209 0.0 0.0
164|0.0 0.0 0.021780523437718198 0.26593871495299404 0.0037009964189439787 0.0 0.001523611007566229 0.0 0.0 0.0
165|0.0006687024706510177 0.0 0.01076178888590429 0.0 0.00018188419909264932 0.0 0.0 0.0 0.0 0.0032037832096023736
166|0.0 0.0 0.0 0.03600712586053705 0.0006616669207759146 0.0004644144016012675 0.0 0.010648144740217616 0.0 0.0
167|0.0 0.0 0.0 0.08048102624741459 0.0 0.00028743342297446423 0.0 0.0011465677866564607 0.0 0.0
168|0.0 0.0 0.005418846071296876 0.0441108426598754 0.0014478351731011276 0.0 0.0006145216853925246 0.0 0.0 0.0
169|0.0 0.0 0.0 0.1488443066167299 0.0 0.011746777584264748 0.0 0.013587737521208738 0.0 0.0
170|0.0 0.0012386548609592035 0.0 0.015519729352451347 0.0 0.0 0.0 0.0 0.0 0.0
171|0.0 0.01967541547085561 0.0 0.1229566506332141 0.0 0.0 0.0 0.00731903883000845 0.0 0.0
172|0.0 0.0 0.0 0.02677756715630709 0.0 0.0 0.0 0.0 0.0 0.0
173|0.0 0.0 0.03435602232427234 0.14829956857658502 0.0027747640192644116 0.005017763047739648 0.0 0.005543471686739129 0.0 0.0
174|0.0 0.0 0.0 0.018608290582204583 0.0 0.0004929698567903886 0.0 0.0036066755716253353 0.0 0.0021679034673289135
175|0.0 0.002080520078521889 0.0 0.016004286701853082 0.001450554581679931 0.0011956529524783242 0.0 0.002163223512112286 0.0 0.0
176|0.0 0.0 0.0 0.061683180092913965 0.0 0.0 0.0 0.005581234634582853 0.004776276534331581 0.01730217606248381
177|0.0 0.041941521670972544 0.0 0.0762311385019617 0.0 0.0028682972800537503 0.0 0.0 0.0 0.0
178|0.0 0.0 0.0 0.1923336412382165 0.0 0.0 0.0 0.001654438139356713 0.0 0.0
179|0.003372652506397326 0.0 0.008738360213055203 0.001496464948388446 0.0 0.004060984254704946 0.0004954990625994347 0.013600102318030795 0.0016542449239142437 0.0
180|0.0 0.0 0.0 0.0 0.9606613303611341 0.0 0.0 0.0 0.0 0.0
181|0.0 0.0 0.012576636758014396 0.02824930883845302 0.0002467914974195351 0.00024224416673028772 0.0 0.0773509371942179 0.0 0.05725554475793802
182|0.0 0.0 0.0 0.06205759637201233 0.0 0.0055081043219033605 0.0 0.017082258797682267 0.0 0.0
183|0.0 0.0 0.0036297638582297354 0.029067433882863203 0.0 0.0 0.0 0.0 0.0 0.0
184|0.0 0.0 0.0 0.13162792102849102 0.0 0.0 0.0 0.001353051068628086 0.0025391221134262276 0.0
185|0.0 0.0 0.0 0.02806835770656182 0.0 0.0 0.0018696888813578224 0.0 0.0004008171688785883 0.0
186|0.0 0.018356209450327933 0.0 0.0018524959637744854 0.0 0.0 0.0 0.0 0.0 0.0005143261338888097
187|0.1594901232625628 0.655326282507668 0.0 0.1084681073210884 0.008065601531157726 0.01676856702665583 0.0 0.025005609482288863 0.0 0.0
188|0.0 0.0 0.02024487009548269 0.10252998171948394 0.0 0.0 0.0 0.0012480631607591109 0.0 0.0
189|0.0 0.0 0.0 0.0 0.001152585337257175 0.0 0.0 0.0 0.0 0.0
190|0.0 0.032410245524613725 0.0 0.019649907472651596 0.0 0.0039579047415365136 0.0 0.0 0.0 0.000985160494229851
191|0.0 0.017721926743351143 0.005976534073845081 0.024607553501660096 0.0007665492512831997 0.005922143925805949 0.0 0.0 0.0 0.0004979247845632731
192|0.0 0.23347338405674695 0.015958330010486625 0.0 0.13664558523235337 0.005695955754789915 0.02228479805438797 0.16002109815640642 0.01168378505727832 0.0
193|0.0 0.0 0.0 0.04366207496222026 0.0 0.0 0.0 0.009662644602212554 0.0010300280357469645 0.005053717716841414
194|0.0 0.0 0.0 0.009472448370173202 0.0011846392198935419 0.0012080138157349258 0.0 0.005380744922658503 0.0 0.0
195|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.16019603207354e-220
196|0.0 0.023674975649297058 0.19712256822730134 0.01571175118823406 0.0178394422230348 0.007313126614899144 0.001754355208824054 0.03959056676026544 0.0 0.0076358333459829245
197|0.0 0.0 0.0 0.0033390872022548393 0.0008710849073085617 0.0 6.983172338902941e-05 0.0 0.0 0.0002610226996901984
198|0.0 0.0 0.0 0.009974004346064394 0.0012458565976004754 0.0053821765937485284 0.0005723651434882011 0.0 0.0 0.0009502496822397926
199|0.0 0.015663412938389853 0.0 0.07371610007823219 0.0 0.0006650314735340029 0.0 0.0026175176003956787 0.0 0.0
200|0.0 0.009913571310774152 0.015407395083688548 0.05089147065400951 0.00018370805419374843 0.0 9.803818129941678e-06 0.0 0.0011306387505404247 0.0
201|0.006088496412735114 0.0 0.0 0.0 0.0 0.0 0.0012249711797145434 0.0 0.0009720040833908494 0.0005967138596888548
202|0.0 0.012670213286112285 0.01261772809072303 0.09814931423727294 0.0 0.0 0.0 0.0 0.0 0.002352590275007894
203|0.0 0.013516238903553912 0.0 0.057648240709172724 0.0 0.0011899033389001174 0.0 0.007868873602585265 0.0 0.0
204|0.0 0.0 0.006438043566014807 0.08417790888269065 0.0 0.0002018018243094242 0.0 0.0036717558456706013 0.0 0.001806870415127894
205|0.0 0.0 0.012587554254154715 0.026367962929863868 0.0 0.010155362787276745 0.0028360736240523633 0.004122758685193572 0.0 0.0
206|0.0 0.0 0.0 0.05108438625664418 0.0009175393695918825 0.005326852242987544 0.004177548883239302 0.0034116946326012954 0.0 0.0
207|0.0 0.0 0.0 0.023560414439510024 0.0 0.005311530343925411 0.0 0.0005599568949996885 0.0 0.0
208|0.0 0.0 0.0005878890691782964 0.009693002511674693 0.00010918959459216132 0.0 0.0 0.0 0.0 0.0
209|0.0 0.0 0.0069296603352649744 0.02209404819395559 2.131118315517619e-05 0.005402879609807531 0.0 0.0034804019311781807 0.0 0.0
210|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.803297939227553e-166
211|0.0 0.0 0.0 0.02311233227254565 0.0 0.0 0.0 0.0052056130394409535 0.0 0.0
212|0.0 0.0 0.0017358865080788605 0.026149005700216065 0.0 0.0 0.0 0.002250773064815848 0.0 0.0
213|0.0 0.0 0.0 0.013480193730632702 0.0 0.0 0.0 0.0 0.00025216408679803895 0.0
214|0.0009739022950485688 0.0006388630337934154 7.825347908367159e-05 0.006162895271043104 0.0 0.004109995615585862 0.0 0.00041830192120357115 2.464341756628632e-05 0.0012062107402013018
215|0.0 0.0 0.0 0.15665622233333956 0.0 0.0 0.0 0.0 0.02740773151273403 0.058804353882581296
216|0.0016441953446911298 0.0019333740642880422 0.0 0.011647143764109101 0.0 0.0011666923490259878 0.0 0.0 0.0 0.0014862206613915684
217|0.0 0.05967770676915926 0.37627216915327133 0.04448881218593893 0.04708835370133981 0.009459856469899967 0.04199553053476905 0.2023359253842796 0.03999017546150075 0.0
218|0.0024727021214852466 0.01622687464964084 0.0 0.003963566428602991 0.0 0.002818857903231821 0.0 0.0 0.0006193016258563343 0.0010239876059782162
219|0.0 0.0 0.0026761741538431916 0.023457171529598673 0.0 0.005179009752208969 0.0 0.006478523895952207 0.0 0.0
220|0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.004592627408310893 0.0 4.287448654146096e-06
221|0.0 0.0 0.0 0.020879252903403967 0.0 0.0 0.0 0.0031586241216341637 0.0 0.004182998084483737
